Entry,Entry name,Protein names,Gene names,Organism,Cross-reference (DrugBank)
O75116,ROCK2_HUMAN,"Rho-associated protein kinase 2 (EC 2.7.11.1) (Rho kinase 2) (Rho-associated, coiled-coil-containing protein kinase 2) (Rho-associated, coiled-coil-containing protein kinase II) (ROCK-II) (p164 ROCK-2)",ROCK2 KIAA0619,Homo sapiens (Human),DB08756;
Q14DU5,Q14DU5_HUMAN,ROCK2 protein (Rho-associated protein kinase 2),ROCK2,Homo sapiens (Human),
A0A2R8Y5V9,A0A2R8Y5V9_HUMAN,Tropomyosin alpha-4 chain,TPM4,Homo sapiens (Human),
A0A2R8YE05,A0A2R8YE05_HUMAN,Tropomyosin alpha-4 chain,TPM4,Homo sapiens (Human),
A0A2R8YEU4,A0A2R8YEU4_HUMAN,Tropomyosin alpha-4 chain (Fragment),TPM4,Homo sapiens (Human),
A0A2R8YGX3,A0A2R8YGX3_HUMAN,Tropomyosin alpha-4 chain,TPM4,Homo sapiens (Human),
A0A2R8YH90,A0A2R8YH90_HUMAN,Tropomyosin alpha-4 chain (Fragment),TPM4,Homo sapiens (Human),
A0A2R8YHD2,A0A2R8YHD2_HUMAN,Tropomyosin alpha-4 chain,TPM4,Homo sapiens (Human),
K7ELJ3,K7ELJ3_HUMAN,Tropomyosin alpha-4 chain (Fragment),TPM4,Homo sapiens (Human),
K7ELP0,K7ELP0_HUMAN,Tropomyosin alpha-4 chain (Fragment),TPM4,Homo sapiens (Human),
K7EMU5,K7EMU5_HUMAN,Tropomyosin alpha-4 chain (Fragment),TPM4,Homo sapiens (Human),
K7ENT6,K7ENT6_HUMAN,Tropomyosin alpha-4 chain,TPM4,Homo sapiens (Human),
K7EP68,K7EP68_HUMAN,Tropomyosin alpha-4 chain (Fragment),TPM4,Homo sapiens (Human),
K7EPB9,K7EPB9_HUMAN,Tropomyosin alpha-4 chain (Fragment),TPM4,Homo sapiens (Human),
K7EPV9,K7EPV9_HUMAN,Tropomyosin alpha-4 chain (Fragment),TPM4,Homo sapiens (Human),
K7ERG3,K7ERG3_HUMAN,Tropomyosin alpha-4 chain (Fragment),TPM4,Homo sapiens (Human),
P67936,TPM4_HUMAN,Tropomyosin alpha-4 chain (TM30p1) (Tropomyosin-4),TPM4,Homo sapiens (Human),
V9HW56,V9HW56_HUMAN,"Epididymis secretory protein Li 108 (Tropomyosin 4, isoform CRA_a)",HEL-S-108 TPM4 hCG_1999582,Homo sapiens (Human),
A0A087WWU8,A0A087WWU8_HUMAN,Tropomyosin alpha-3 chain,TPM3,Homo sapiens (Human),
A0A0S2Z4G4,A0A0S2Z4G4_HUMAN,Tropomyosin 3 isoform 1 (Fragment),TPM3,Homo sapiens (Human),
A0A0S2Z4G8,A0A0S2Z4G8_HUMAN,"Tropomyosin 3 isoform 2 (Tropomyosin 3, isoform CRA_h)",TPM3 hCG_1997142,Homo sapiens (Human),
A0A0S2Z4I4,A0A0S2Z4I4_HUMAN,Tropomyosin 3 isoform 3 (Fragment),TPM3,Homo sapiens (Human),
D6R904,D6R904_HUMAN,Tropomyosin alpha-3 chain,TPM3,Homo sapiens (Human),
D6RFM2,D6RFM2_HUMAN,Tropomyosin alpha-3 chain,TPM3,Homo sapiens (Human),
D6RGJ6,D6RGJ6_HUMAN,Tropomyosin alpha-3 chain (Fragment),TPM3,Homo sapiens (Human),
J3KN67,J3KN67_HUMAN,Tropomyosin alpha-3 chain,TPM3,Homo sapiens (Human),
P06753,TPM3_HUMAN,Tropomyosin alpha-3 chain (Gamma-tropomyosin) (Tropomyosin-3) (Tropomyosin-5) (hTM5),TPM3,Homo sapiens (Human),
Q5HYB6,Q5HYB6_HUMAN,Epididymis luminal protein 189 (Epididymis secretory sperm binding protein) (Tropomyosin alpha-3 chain),TPM3 DKFZp686J1372 HEL-189,Homo sapiens (Human),
Q5VU61,Q5VU61_HUMAN,Tropomyosin alpha-3 chain,TPM3,Homo sapiens (Human),
Q5VU62,Q5VU62_HUMAN,"TPM3 protein (cDNA FLJ32435 fis, clone SKMUS2001287, highly similar to Tropomyosin alpha-3 chain)",TPM3,Homo sapiens (Human),
A0A2R8Y4K6,A0A2R8Y4K6_HUMAN,Cyclin-H (Fragment),CCNH,Homo sapiens (Human),
A0A2R8YEM2,A0A2R8YEM2_HUMAN,Cyclin-H,CCNH,Homo sapiens (Human),
D6RG18,D6RG18_HUMAN,Cyclin-H,CCNH,Homo sapiens (Human),
D6RHI7,D6RHI7_HUMAN,Cyclin-H,CCNH,Homo sapiens (Human),
P51946,CCNH_HUMAN,Cyclin-H (MO15-associated protein) (p34) (p37),CCNH,Homo sapiens (Human),
E5RI34,E5RI34_HUMAN,Delta-sarcoglycan,SGCD,Homo sapiens (Human),
Q92629,SGCD_HUMAN,Delta-sarcoglycan (Delta-SG) (35 kDa dystrophin-associated glycoprotein) (35DAG),SGCD,Homo sapiens (Human),
Q53SF5,Q53SF5_HUMAN,Uncharacterized protein ACVR1C (Fragment),ACVR1C,Homo sapiens (Human),
Q8NER5,ACV1C_HUMAN,Activin receptor type-1C (EC 2.7.11.30) (Activin receptor type IC) (ACTR-IC) (Activin receptor-like kinase 7) (ALK-7),ACVR1C ALK7,Homo sapiens (Human),
A0A087WV41,A0A087WV41_HUMAN,Calcium-activated potassium channel subunit beta-3 (Fragment),KCNMB3,Homo sapiens (Human),
L8E9P7,L8E9P7_HUMAN,Alternative protein KCNMB3,KCNMB3,Homo sapiens (Human),
Q9NPA1,KCMB3_HUMAN,"Calcium-activated potassium channel subunit beta-3 (BK channel subunit beta-3) (BKbeta3) (Hbeta3) (Calcium-activated potassium channel, subfamily M subunit beta-3) (Charybdotoxin receptor subunit beta-3) (K(VCA)beta-3) (Maxi K channel subunit beta-3) (Slo-beta-3)",KCNMB3 KCNMB2 KCNMBL,Homo sapiens (Human),DB01110;DB00721;
P28289,TMOD1_HUMAN,Tropomodulin-1 (Erythrocyte tropomodulin) (E-Tmod),TMOD1 D9S57E TMOD,Homo sapiens (Human),
C9JK69,C9JK69_HUMAN,Atrial natriuretic peptide receptor 3,NPR3,Homo sapiens (Human),
D6RDL8,D6RDL8_HUMAN,Atrial natriuretic peptide receptor 3 (Fragment),NPR3,Homo sapiens (Human),
H0Y9B9,H0Y9B9_HUMAN,Atrial natriuretic peptide receptor 3 (Fragment),NPR3,Homo sapiens (Human),
P17342,ANPRC_HUMAN,Atrial natriuretic peptide receptor 3 (Atrial natriuretic peptide clearance receptor) (Atrial natriuretic peptide receptor type C) (ANP-C) (ANPR-C) (NPR-C),NPR3 ANPRC C5orf23 NPRC,Homo sapiens (Human),DB04899;
Q60I31,Q60I31_HUMAN,"Natriuretic peptide receptor C (Natriuretic peptide receptor C/guanylate cyclase C (Atrionatriuretic peptide receptor C), isoform CRA_b)",NPRC NPR3 hCG_37223,Homo sapiens (Human),
P17676,CEBPB_HUMAN,CCAAT/enhancer-binding protein beta (C/EBP beta) (Liver activator protein) (LAP) (Liver-enriched inhibitory protein) (LIP) (Nuclear factor NF-IL6) (Transcription factor 5) (TCF-5),CEBPB TCF5 PP9092,Homo sapiens (Human),
Q9BSC0,Q9BSC0_HUMAN,CEBPB protein (Fragment),CEBPB,Homo sapiens (Human),
W8SNU6,W8SNU6_HUMAN,Transcription factor C/EBP beta (Fragment),CEBPB,Homo sapiens (Human),
W8SNV5,W8SNV5_HUMAN,Transcription factor C/EBP beta (Fragment),CEBPB,Homo sapiens (Human),
A0A0D9SEN7,A0A0D9SEN7_HUMAN,Runt-related transcription factor,RUNX2,Homo sapiens (Human),
A0A2R8Y7Z3,A0A2R8Y7Z3_HUMAN,Runt-related transcription factor 2,RUNX2,Homo sapiens (Human),
I3L0L0,I3L0L0_HUMAN,Runt-related transcription factor 2,RUNX2,Homo sapiens (Human),
I3L354,I3L354_HUMAN,Runt-related transcription factor 2,RUNX2,Homo sapiens (Human),
I3L4L9,I3L4L9_HUMAN,Runt-related transcription factor 2,RUNX2,Homo sapiens (Human),
L8E7D8,L8E7D8_HUMAN,Alternative protein RUNX2,RUNX2,Homo sapiens (Human),
Q13950,RUNX2_HUMAN,Runt-related transcription factor 2 (Acute myeloid leukemia 3 protein) (Core-binding factor subunit alpha-1) (CBF-alpha-1) (Oncogene AML-3) (Osteoblast-specific transcription factor 2) (OSF-2) (Polyomavirus enhancer-binding protein 2 alpha A subunit) (PEA2-alpha A) (PEBP2-alpha A) (SL3-3 enhancer factor 1 alpha A subunit) (SL3/AKV core-binding factor alpha A subunit),RUNX2 AML3 CBFA1 OSF2 PEBP2A,Homo sapiens (Human),
Q32MY8,Q32MY8_HUMAN,RUNX2 protein,RUNX2,Homo sapiens (Human),
U3RG86,U3RG86_HUMAN,Truncated core binding factor alpha1 (Fragment),RUNX2,Homo sapiens (Human),
A0A0S2Z4P8,A0A0S2Z4P8_HUMAN,"Sarcoglycan alpha isoform 2 (Sarcoglycan, alpha (50kDa dystrophin-associated glycoprotein), isoform CRA_a) (Fragment)",SGCA hCG_29610,Homo sapiens (Human),
A0A0S2Z4Q1,A0A0S2Z4Q1_HUMAN,Sarcoglycan alpha isoform 1 (Fragment),SGCA,Homo sapiens (Human),
D6R9S3,D6R9S3_HUMAN,Alpha-sarcoglycan,SGCA,Homo sapiens (Human),
D6RAA4,D6RAA4_HUMAN,Alpha-sarcoglycan,SGCA,Homo sapiens (Human),
E9PCT8,E9PCT8_HUMAN,Alpha-sarcoglycan,SGCA,Homo sapiens (Human),
H0Y8T1,H0Y8T1_HUMAN,Alpha-sarcoglycan (Fragment),SGCA,Homo sapiens (Human),
H0YAB9,H0YAB9_HUMAN,Alpha-sarcoglycan (Fragment),SGCA,Homo sapiens (Human),
H7C5V0,H7C5V0_HUMAN,Alpha-sarcoglycan (Fragment),SGCA,Homo sapiens (Human),
L8EC52,L8EC52_HUMAN,Alternative protein SGCA,SGCA,Homo sapiens (Human),
Q16586,SGCA_HUMAN,Alpha-sarcoglycan (Alpha-SG) (50 kDa dystrophin-associated glycoprotein) (50DAG) (Adhalin) (Dystroglycan-2),SGCA ADL DAG2,Homo sapiens (Human),
A0A0A0MRG9,A0A0A0MRG9_HUMAN,CDK5 regulatory subunit-associated protein 2,CDK5RAP2,Homo sapiens (Human),
A0A0C4ZLW1,A0A0C4ZLW1_HUMAN,CDK5RAP2 protein,CDK5RAP2,Homo sapiens (Human),
A6H8X1,A6H8X1_HUMAN,"CDK5 regulatory subunit associated protein 2 (CDK5 regulatory subunit associated protein 2, isoform CRA_c)",CDK5RAP2 hCG_27455,Homo sapiens (Human),
B1AMJ5,B1AMJ5_HUMAN,CDK5 regulatory subunit-associated protein 2 (Fragment),CDK5RAP2,Homo sapiens (Human),
B7ZLE9,B7ZLE9_HUMAN,CDK5 regulatory subunit associated protein 2,CDK5RAP2,Homo sapiens (Human),
B9EG74,B9EG74_HUMAN,CDK5 regulatory subunit associated protein 2,CDK5RAP2,Homo sapiens (Human),
C9K0C9,C9K0C9_HUMAN,CDK5 regulatory subunit-associated protein 2 (Fragment),CDK5RAP2,Homo sapiens (Human),
F8WBJ0,F8WBJ0_HUMAN,CDK5 regulatory subunit-associated protein 2,CDK5RAP2,Homo sapiens (Human),
F8WCI3,F8WCI3_HUMAN,CDK5 regulatory subunit-associated protein 2,CDK5RAP2,Homo sapiens (Human),
F8WF55,F8WF55_HUMAN,CDK5 regulatory subunit-associated protein 2,CDK5RAP2,Homo sapiens (Human),
Q05CZ3,Q05CZ3_HUMAN,CDK5RAP2 protein (Fragment),CDK5RAP2,Homo sapiens (Human),
Q5JTU8,Q5JTU8_HUMAN,CDK5 regulatory subunit-associated protein 2 (Fragment),CDK5RAP2,Homo sapiens (Human),
Q96SN8,CK5P2_HUMAN,CDK5 regulatory subunit-associated protein 2 (CDK5 activator-binding protein C48) (Centrosome-associated protein 215),CDK5RAP2 CEP215 KIAA1633,Homo sapiens (Human),
Q13003,GRIK3_HUMAN,"Glutamate receptor ionotropic, kainate 3 (GluK3) (Excitatory amino acid receptor 5) (EAA5) (Glutamate receptor 7) (GluR-7) (GluR7)",GRIK3 GLUR7,Homo sapiens (Human),DB00142;
Q96QG5,Q96QG5_HUMAN,Glutamate receptor 7,GRIK3,Homo sapiens (Human),
Q96SC0,Q96SC0_HUMAN,Glutamate receptor 7 (Fragment),GRIK3,Homo sapiens (Human),
Q96SC1,Q96SC1_HUMAN,Glutamate receptor 7 (Fragment),GRIK3,Homo sapiens (Human),
Q96SC2,Q96SC2_HUMAN,Glutamate receptor 7 (Fragment),GRIK3,Homo sapiens (Human),
A0A024R7C7,A0A024R7C7_HUMAN,"Interleukin enhancer binding factor 3, 90kDa, isoform CRA_d",ILF3 hCG_2033721,Homo sapiens (Human),
K7EJ09,K7EJ09_HUMAN,Interleukin enhancer-binding factor 3 (Fragment),ILF3,Homo sapiens (Human),
K7EKJ9,K7EKJ9_HUMAN,Interleukin enhancer-binding factor 3 (Fragment),ILF3,Homo sapiens (Human),
K7EKY0,K7EKY0_HUMAN,Interleukin enhancer-binding factor 3 (Fragment),ILF3,Homo sapiens (Human),
K7ELV3,K7ELV3_HUMAN,Interleukin enhancer-binding factor 3 (Fragment),ILF3,Homo sapiens (Human),
K7EM82,K7EM82_HUMAN,Interleukin enhancer-binding factor 3 (Fragment),ILF3,Homo sapiens (Human),
K7EMZ8,K7EMZ8_HUMAN,Interleukin enhancer-binding factor 3 (Fragment),ILF3,Homo sapiens (Human),
K7ENK6,K7ENK6_HUMAN,Interleukin enhancer-binding factor 3,ILF3,Homo sapiens (Human),
K7EPG3,K7EPG3_HUMAN,Interleukin enhancer-binding factor 3 (Fragment),ILF3,Homo sapiens (Human),
K7EQ75,K7EQ75_HUMAN,Interleukin enhancer-binding factor 3 (Fragment),ILF3,Homo sapiens (Human),
K7EQR9,K7EQR9_HUMAN,Interleukin enhancer-binding factor 3 (Fragment),ILF3,Homo sapiens (Human),
K7ER69,K7ER69_HUMAN,Interleukin enhancer-binding factor 3 (Fragment),ILF3,Homo sapiens (Human),
K7ERM6,K7ERM6_HUMAN,Interleukin enhancer-binding factor 3 (Fragment),ILF3,Homo sapiens (Human),
L8E9J1,L8E9J1_HUMAN,Alternative protein ILF3,ILF3,Homo sapiens (Human),
Q12906,ILF3_HUMAN,Interleukin enhancer-binding factor 3 (Double-stranded RNA-binding protein 76) (DRBP76) (M-phase phosphoprotein 4) (MPP4) (Nuclear factor associated with dsRNA) (NFAR) (Nuclear factor of activated T-cells 90 kDa) (NF-AT-90) (Translational control protein 80) (TCP80),ILF3 DRBF MPHOSPH4 NF90,Homo sapiens (Human),
Q9NXX0,Q9NXX0_HUMAN,"ILF3 protein (cDNA FLJ20011 fis, clone ADKA03432) (cDNA: FLJ22168 fis, clone HRC00618)",ILF3,Homo sapiens (Human),
A0A024RDI4,A0A024RDI4_HUMAN,"Ankyrin 2, neuronal, isoform CRA_a",ANK2 hCG_22680,Homo sapiens (Human),
A0A024RDK2,A0A024RDK2_HUMAN,"Ankyrin 2, neuronal, isoform CRA_b",ANK2 hCG_22680,Homo sapiens (Human),
A0A087WZU3,A0A087WZU3_HUMAN,Ankyrin-2,ANK2,Homo sapiens (Human),
A0A0U1RQN6,A0A0U1RQN6_HUMAN,Ankyrin-2 (Fragment),ANK2,Homo sapiens (Human),
A5XEJ9,A5XEJ9_HUMAN,Ankyrin 2 (Fragment),ANK2,Homo sapiens (Human),
A5XEK0,A5XEK0_HUMAN,Ankyrin 2 (Fragment),ANK2,Homo sapiens (Human),
B7Z651,B7Z651_HUMAN,"cDNA FLJ61595, highly similar to Ankyrin-2 (Fragment)",ANK2,Homo sapiens (Human),
D6R9U4,D6R9U4_HUMAN,Ankyrin-2 (Fragment),ANK2,Homo sapiens (Human),
D6RHC5,D6RHC5_HUMAN,Ankyrin-2 (Fragment),ANK2,Homo sapiens (Human),
D6RHE1,D6RHE1_HUMAN,Ankyrin-2 (Fragment),ANK2,Homo sapiens (Human),
D6RIY9,D6RIY9_HUMAN,Ankyrin-2 (Fragment),ANK2,Homo sapiens (Human),
E9PCH6,E9PCH6_HUMAN,Ankyrin-2,ANK2,Homo sapiens (Human),
E9PHW9,E9PHW9_HUMAN,Ankyrin-2 (Fragment),ANK2,Homo sapiens (Human),
H0Y8X8,H0Y8X8_HUMAN,Ankyrin-2 (Fragment),ANK2,Homo sapiens (Human),
H0Y8Y2,H0Y8Y2_HUMAN,Ankyrin-2 (Fragment),ANK2,Homo sapiens (Human),
H0Y931,H0Y931_HUMAN,Ankyrin-2 (Fragment),ANK2,Homo sapiens (Human),
H0Y933,H0Y933_HUMAN,Ankyrin-2 (Fragment),ANK2,Homo sapiens (Human),
H0YAG3,H0YAG3_HUMAN,Ankyrin-2 (Fragment),ANK2,Homo sapiens (Human),
I6L894,I6L894_HUMAN,Ankyrin-2,ANK2,Homo sapiens (Human),
L8E9V3,L8E9V3_HUMAN,Alternative protein ANK2,ANK2,Homo sapiens (Human),
Q01484,ANK2_HUMAN,Ankyrin-2 (ANK-2) (Ankyrin-B) (Brain ankyrin) (Non-erythroid ankyrin),ANK2 ANKB,Homo sapiens (Human),
A0A1D5RMR4,A0A1D5RMR4_HUMAN,Mothers against decapentaplegic homolog 1 (Fragment),SMAD1,Homo sapiens (Human),
D6RAY1,D6RAY1_HUMAN,Mothers against decapentaplegic homolog 1 (Fragment),SMAD1,Homo sapiens (Human),
D6RBH9,D6RBH9_HUMAN,Mothers against decapentaplegic homolog 1 (Fragment),SMAD1,Homo sapiens (Human),
D6RD62,D6RD62_HUMAN,Mothers against decapentaplegic homolog 1 (Fragment),SMAD1,Homo sapiens (Human),
D6RDN7,D6RDN7_HUMAN,Mothers against decapentaplegic homolog 1 (Fragment),SMAD1,Homo sapiens (Human),
D6REQ3,D6REQ3_HUMAN,Mothers against decapentaplegic homolog 1 (Fragment),SMAD1,Homo sapiens (Human),
Q15797,SMAD1_HUMAN,Mothers against decapentaplegic homolog 1 (MAD homolog 1) (Mothers against DPP homolog 1) (JV4-1) (Mad-related protein 1) (SMAD family member 1) (SMAD 1) (Smad1) (hSMAD1) (Transforming growth factor-beta-signaling protein 1) (BSP-1),SMAD1 BSP1 MADH1 MADR1,Homo sapiens (Human),
C9JC63,C9JC63_HUMAN,Mitochondrial inner membrane protein OXA1L (Fragment),OXA1L,Homo sapiens (Human),
E7EVY0,E7EVY0_HUMAN,Mitochondrial inner membrane protein OXA1L,OXA1L,Homo sapiens (Human),
H7BZE6,H7BZE6_HUMAN,Mitochondrial inner membrane protein OXA1L (Fragment),OXA1L,Homo sapiens (Human),
J3KNA0,J3KNA0_HUMAN,Mitochondrial inner membrane protein OXA1L,OXA1L,Homo sapiens (Human),
Q15070,OXA1L_HUMAN,Mitochondrial inner membrane protein OXA1L (Hsa) (OXA1Hs) (Oxidase assembly 1-like protein) (OXA1-like protein),OXA1L,Homo sapiens (Human),
Q2M1J6,Q2M1J6_HUMAN,Oxidase (Cytochrome c) assembly 1-like,OXA1L,Homo sapiens (Human),
S4R3Q9,S4R3Q9_HUMAN,Mitochondrial inner membrane protein OXA1L,OXA1L,Homo sapiens (Human),
A0A2R8Y793,A0A2R8Y793_HUMAN,"Actin, cytoplasmic 1 (Fragment)",ACTB,Homo sapiens (Human),
A0A2R8YEA7,A0A2R8YEA7_HUMAN,"Actin, cytoplasmic 1 (Fragment)",ACTB,Homo sapiens (Human),
A0A2R8YFE2,A0A2R8YFE2_HUMAN,"Actin, cytoplasmic 1 (Fragment)",ACTB,Homo sapiens (Human),
A0A2R8YGF8,A0A2R8YGF8_HUMAN,"Actin, cytoplasmic 1 (Fragment)",ACTB,Homo sapiens (Human),
A0AUL6,A0AUL6_HUMAN,ACTB protein (Fragment),ACTB,Homo sapiens (Human),
C9JTX5,C9JTX5_HUMAN,"Actin, cytoplasmic 1 (Fragment)",ACTB,Homo sapiens (Human),
C9JUM1,C9JUM1_HUMAN,"Actin, cytoplasmic 1 (Fragment)",ACTB,Homo sapiens (Human),
C9JZR7,C9JZR7_HUMAN,"Actin, cytoplasmic 1 (Fragment)",ACTB,Homo sapiens (Human),
E7EVS6,E7EVS6_HUMAN,"Actin, cytoplasmic 1 (Fragment)",ACTB,Homo sapiens (Human),
G5E9R0,G5E9R0_HUMAN,"Actin, cytoplasmic 1 (HCG15971, isoform CRA_b)",ACTB hCG_15971,Homo sapiens (Human),
G8FSY7,G8FSY7_HUMAN,Beta actin (Fragment),ACTB,Homo sapiens (Human),
P60709,ACTB_HUMAN,"Actin, cytoplasmic 1 (Beta-actin) [Cleaved into: Actin, cytoplasmic 1, N-terminally processed]",ACTB,Homo sapiens (Human),
Q9UMN3,Q9UMN3_HUMAN,ACTB protein (Fragment),ACTB,Homo sapiens (Human),
A0A3B3ISQ1,A0A3B3ISQ1_HUMAN,Disintegrin and metalloproteinase domain-containing protein 17 (Fragment),ADAM17,Homo sapiens (Human),
A0A3B3IST4,A0A3B3IST4_HUMAN,Disintegrin and metalloproteinase domain-containing protein 17,ADAM17,Homo sapiens (Human),
A0A3B3ITB5,A0A3B3ITB5_HUMAN,Disintegrin and metalloproteinase domain-containing protein 17,ADAM17,Homo sapiens (Human),
A0A3B3ITW9,A0A3B3ITW9_HUMAN,Disintegrin and metalloproteinase domain-containing protein 17,ADAM17,Homo sapiens (Human),
A6H8L4,A6H8L4_HUMAN,ADAM17 protein (Disintegrin and metalloproteinase domain-containing protein 17),ADAM17,Homo sapiens (Human),
B2RNB2,B2RNB2_HUMAN,"ADAM metallopeptidase domain 17 (ADAM metallopeptidase domain 17 (Tumor necrosis factor, alpha, converting enzyme), isoform CRA_b) (ADAM metallopeptidase domain 18)",ADAM17 ADAM18 hCG_23065,Homo sapiens (Human),
E7EUI5,E7EUI5_HUMAN,Disintegrin and metalloproteinase domain-containing protein 17,ADAM17,Homo sapiens (Human),
P78536,ADA17_HUMAN,Disintegrin and metalloproteinase domain-containing protein 17 (ADAM 17) (EC 3.4.24.86) (Snake venom-like protease) (TNF-alpha convertase) (TNF-alpha-converting enzyme) (CD antigen CD156b),ADAM17 CSVP TACE,Homo sapiens (Human),DB07145;DB06943;DB07079;DB07233;
Q53RF5,Q53RF5_HUMAN,Uncharacterized protein ADAM17 (Fragment),ADAM17,Homo sapiens (Human),
Q53RS1,Q53RS1_HUMAN,Uncharacterized protein ADAM17 (Fragment),ADAM17,Homo sapiens (Human),
Q53S40,Q53S40_HUMAN,Uncharacterized protein ADAM17 (Fragment),ADAM17,Homo sapiens (Human),
Q6P5T8,Q6P5T8_HUMAN,ADAM17 protein,ADAM17,Homo sapiens (Human),
A0A0K0K1K3,A0A0K0K1K3_HUMAN,Adenylate cyclase (EC 4.6.1.1),HEL-S-172mP ADCY8 hCG_2008967,Homo sapiens (Human),
E5RFR2,E5RFR2_HUMAN,Adenylate cyclase type 8 (Fragment),ADCY8,Homo sapiens (Human),
E7EVL1,E7EVL1_HUMAN,Adenylate cyclase (EC 4.6.1.1),ADCY8,Homo sapiens (Human),
L8E7I7,L8E7I7_HUMAN,Alternative protein ADCY8,ADCY8,Homo sapiens (Human),
P40145,ADCY8_HUMAN,Adenylate cyclase type 8 (EC 4.6.1.1) (ATP pyrophosphate-lyase 8) (Adenylate cyclase type VIII) (Adenylyl cyclase 8) (AC8) (Ca(2+)/calmodulin-activated adenylyl cyclase),ADCY8,Homo sapiens (Human),
Q4F7X0,Q4F7X0_HUMAN,Adenylate cyclase (EC 4.6.1.1),ADCY8,Homo sapiens (Human),
A0A024R7C9,A0A024R7C9_HUMAN,"Dynamin 2, isoform CRA_b",DNM2 hCG_2033723,Homo sapiens (Human),
K7EMQ3,K7EMQ3_HUMAN,Dynamin-2 (Fragment),DNM2,Homo sapiens (Human),
K7EMR9,K7EMR9_HUMAN,Dynamin-2 (Fragment),DNM2,Homo sapiens (Human),
K7ENE7,K7ENE7_HUMAN,Dynamin-2 (Fragment),DNM2,Homo sapiens (Human),
K7EPK9,K7EPK9_HUMAN,Dynamin-2 (Fragment),DNM2,Homo sapiens (Human),
P50570,DYN2_HUMAN,Dynamin-2 (EC 3.6.5.5),DNM2 DYN2,Homo sapiens (Human),
Q9UPH5,Q9UPH5_HUMAN,Dynamin II (Fragment),DNM2,Homo sapiens (Human),
A0A024R3H7,A0A024R3H7_HUMAN,"Sodium channel, voltage-gated, type III, beta, isoform CRA_a",SCN3B hCG_39895,Homo sapiens (Human),
E9PJP6,E9PJP6_HUMAN,Sodium channel subunit beta-3 (Fragment),SCN3B,Homo sapiens (Human),
E9PQS8,E9PQS8_HUMAN,Sodium channel subunit beta-3 (Fragment),SCN3B,Homo sapiens (Human),
Q9NY72,SCN3B_HUMAN,Sodium channel subunit beta-3,SCN3B KIAA1158,Homo sapiens (Human),DB00313;DB00909;
O60939,SCN2B_HUMAN,Sodium channel subunit beta-2,SCN2B UNQ326/PRO386,Homo sapiens (Human),DB00313;DB00909;
Q5U0K8,Q5U0K8_HUMAN,"Sodium channel, voltage-gated, type II, beta (cDNA, FLJ94526, Homo sapiens sodium channel, voltage-gated, type II, beta (SCN2B),mRNA)",SCN2B hCG_41149,Homo sapiens (Human),
A0PJJ7,A0PJJ7_HUMAN,NOS1 protein (Fragment),NOS1,Homo sapiens (Human),
B3VK56,B3VK56_HUMAN,Nitric oxide synthase (EC 1.14.13.39),NOS1 hCG_40354,Homo sapiens (Human),
C9J5P6,C9J5P6_HUMAN,Nitric oxide synthase (EC 1.14.13.39),NOS1,Homo sapiens (Human),
L8E6X1,L8E6X1_HUMAN,Alternative protein NOS1,NOS1,Homo sapiens (Human),
P29475,NOS1_HUMAN,"Nitric oxide synthase, brain (EC 1.14.13.39) (Constitutive NOS) (NC-NOS) (NOS type I) (Neuronal NOS) (N-NOS) (nNOS) (Peptidyl-cysteine S-nitrosylase NOS1) (bNOS)",NOS1,Homo sapiens (Human),DB03461;DB01997;DB03892;DB00997;DB03147;DB01942;DB00155;DB02077;DB09241;DB02044;DB03449;DB02727;DB02143;DB03144;DB02644;DB02027;DB03710;DB04223;DB06096;DB03247;DB02991;DB03707;
Q8WY41,NANO1_HUMAN,Nanos homolog 1 (NOS-1) (EC_Rep1a),NANOS1 NOS1,Homo sapiens (Human),
A0A087WYJ6,A0A087WYJ6_HUMAN,Glutamate receptor 3,GRIA3,Homo sapiens (Human),
P42263,GRIA3_HUMAN,"Glutamate receptor 3 (GluR-3) (AMPA-selective glutamate receptor 3) (GluR-C) (GluR-K3) (Glutamate receptor ionotropic, AMPA 3) (GluA3)",GRIA3 GLUR3 GLURC,Homo sapiens (Human),DB04599;DB05047;DB00898;DB00142;DB01356;DB04982;
Q17R51,Q17R51_HUMAN,GRIA3 protein,GRIA3,Homo sapiens (Human),
Q5XKG2,Q5XKG2_HUMAN,"Glutamate receptor 3 (Glutamate receptor, ionotrophic, AMPA 3)",GRIA3,Homo sapiens (Human),
Q9P0H2,Q9P0H2_HUMAN,Glutamate receptor subunit 3,GRIA3,Homo sapiens (Human),
B0YIY3,B0YIY3_HUMAN,"Calcium/calmodulin-dependent protein kinase I, isoform CRA_a (Calcium/calmodulin-dependent protein kinase type 1) (cDNA, FLJ95825, Homo sapiens calcium/calmodulin-dependent protein kinase I (CAMK1),mRNA)",CAMK1 hCG_21548,Homo sapiens (Human),
B5BU41,B5BU41_HUMAN,Calcium/calmodulin-dependent protein kinase I,CAMK1,Homo sapiens (Human),
C9JES6,C9JES6_HUMAN,Calcium/calmodulin-dependent protein kinase type 1 (Fragment),CAMK1,Homo sapiens (Human),
F8W6S9,F8W6S9_HUMAN,Calcium/calmodulin-dependent protein kinase type 1,CAMK1,Homo sapiens (Human),
H7C071,H7C071_HUMAN,Calcium/calmodulin-dependent protein kinase type 1 (Fragment),CAMK1,Homo sapiens (Human),
